时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
7767.00 	0.75 	11581.93 	-44.02 	19.86 	-23.06 
7768.00 	0.75 	11581.43 	-44.01 	19.88 	-23.04 
7769.00 	0.75 	11581.08 	-44.02 	19.87 	-23.04 
7770.00 	0.75 	11580.75 	-44.11 	19.88 	-23.04 
7771.00 	0.75 	11580.50 	-44.15 	19.87 	-23.03 
7772.00 	0.75 	11580.23 	-44.16 	19.88 	-23.04 
7773.00 	0.75 	11580.10 	-44.18 	19.86 	-23.02 
7774.00 	0.75 	11579.61 	-44.15 	19.87 	-23.03 
7775.00 	0.75 	11579.08 	-44.21 	19.87 	-23.01 
7776.00 	0.75 	11578.53 	-44.24 	19.87 	-23.02 
7777.00 	0.75 	11578.22 	-44.19 	19.87 	-23.00 
7778.00 	0.75 	11578.43 	-44.17 	19.87 	-23.02 
7779.00 	0.75 	11579.13 	-44.16 	19.87 	-22.99 
7780.00 	0.75 	11579.59 	-44.05 	19.86 	-23.01 
7781.00 	0.75 	11580.06 	-44.20 	19.87 	-22.98 
7782.00 	0.75 	11580.18 	-44.00 	19.86 	-22.99 
7783.00 	0.75 	11579.91 	-44.06 	19.87 	-22.97 
7784.00 	0.75 	11579.67 	-43.94 	19.85 	-22.99 
7785.00 	0.75 	11579.49 	-43.98 	19.87 	-22.97 
7786.00 	0.75 	11579.56 	-44.07 	19.85 	-22.97 
7787.00 	0.75 	11579.31 	-43.87 	19.87 	-22.96 
7788.00 	0.75 	11578.97 	-43.94 	19.85 	-22.96 
7789.00 	0.75 	11579.30 	-43.92 	19.87 	-22.95 
7790.00 	0.75 	11579.23 	-43.92 	19.85 	-22.95 
7791.00 	0.75 	11579.40 	-43.93 	19.86 	-22.95 
7792.00 	0.75 	11579.27 	-43.95 	19.85 	-22.94 
7793.00 	0.76 	11578.47 	-44.25 	19.86 	-22.94 
7794.00 	0.75 	11577.22 	-44.05 	19.85 	-22.92 
7795.00 	0.75 	11575.89 	-43.99 	19.86 	-22.94 
7796.00 	0.75 	11575.74 	-44.05 	19.85 	-22.92 
7797.00 	0.75 	11576.45 	-44.13 	19.85 	-22.93 
7798.00 	0.75 	11577.56 	-44.19 	19.85 	-22.90 
7799.00 	0.75 	11577.78 	-44.06 	19.85 	-22.93 
7800.00 	0.75 	11577.74 	-44.01 	19.86 	-22.90 
7801.00 	0.75 	11578.57 	-44.20 	19.85 	-22.91 
7802.00 	0.75 	11579.71 	-44.27 	19.86 	-22.89 
7803.00 	0.75 	11579.63 	-44.29 	19.84 	-22.90 
7804.00 	0.75 	11579.35 	-44.29 	19.86 	-22.88 
7805.00 	0.75 	11579.26 	-44.29 	19.84 	-22.89 
7806.00 	0.75 	11579.47 	-44.12 	19.85 	-22.88 
7807.00 	0.75 	11580.39 	-44.01 	19.84 	-22.88 
7808.00 	0.75 	11581.19 	-44.20 	19.85 	-22.87 
7809.00 	0.75 	11581.33 	-44.15 	19.83 	-22.87 
7810.00 	0.75 	11580.99 	-44.28 	19.85 	-22.87 
7811.00 	0.75 	11580.05 	-44.46 	19.83 	-22.86 
7812.00 	0.75 	11578.20 	-44.13 	19.84 	-22.86 
7813.00 	0.75 	11576.49 	-44.19 	19.83 	-22.85 
7814.00 	0.75 	11576.32 	-44.18 	19.84 	-22.85 
7815.00 	0.75 	11577.60 	-44.10 	19.84 	-22.83 
7816.00 	0.75 	11579.19 	-44.10 	19.83 	-22.85 
7817.00 	0.75 	11580.48 	-44.08 	19.84 	-22.82 
7818.00 	0.75 	11581.82 	-44.03 	19.83 	-22.84 
7819.00 	0.75 	11582.74 	-44.04 	19.84 	-22.81 
7820.00 	0.75 	11582.85 	-44.01 	19.83 	-22.84 
7821.00 	0.75 	11582.07 	-44.02 	19.84 	-22.81 
7822.00 	0.75 	11580.86 	-44.23 	19.82 	-22.83 
7823.00 	0.75 	11579.69 	-44.14 	19.84 	-22.80 
7824.00 	0.75 	11578.30 	-43.96 	19.82 	-22.81 
7825.00 	0.75 	11577.94 	-44.05 	19.84 	-22.79 
7826.00 	0.75 	11578.13 	-44.13 	19.82 	-22.80 
7827.00 	0.75 	11577.74 	-44.07 	19.84 	-22.79 
7828.00 	0.75 	11577.33 	-44.11 	19.82 	-22.78 
7829.00 	0.75 	11577.48 	-44.07 	19.84 	-22.78 
7830.00 	0.75 	11577.75 	-43.93 	19.82 	-22.78 
7831.00 	0.75 	11578.20 	-43.97 	19.83 	-22.77 
7832.00 	0.75 	11579.10 	-43.88 	19.82 	-22.76 
7833.00 	0.75 	11579.57 	-44.11 	19.83 	-22.77 
7834.00 	0.75 	11579.78 	-44.18 	19.83 	-22.75 
7835.00 	0.75 	11579.00 	-44.28 	19.82 	-22.76 
7836.00 	0.75 	11577.83 	-44.30 	19.83 	-22.73 
7837.00 	0.75 	11576.51 	-44.33 	19.82 	-22.75 
7838.00 	0.75 	11575.49 	-44.30 	19.83 	-22.73 
7839.00 	0.75 	11575.16 	-44.20 	19.82 	-22.74 
7840.00 	0.75 	11576.03 	-44.28 	19.83 	-22.72 
7841.00 	0.75 	11577.39 	-44.33 	19.81 	-22.73 
7842.00 	0.75 	11578.25 	-44.23 	19.83 	-22.71 
7843.00 	0.75 	11578.99 	-44.20 	19.81 	-22.72 
7844.00 	0.75 	11579.83 	-44.20 	19.83 	-22.70 
7845.00 	0.75 	11580.32 	-44.23 	19.80 	-22.71 
7846.00 	0.75 	11580.17 	-44.17 	19.82 	-22.69 
7847.00 	0.75 	11579.29 	-44.28 	19.80 	-22.71 
7848.00 	0.75 	11578.42 	-44.42 	19.82 	-22.69 
7849.00 	0.75 	11577.47 	-44.41 	19.80 	-22.69 
7850.00 	0.75 	11576.53 	-44.44 	19.82 	-22.68 
7851.00 	0.75 	11576.07 	-44.44 	19.81 	-22.68 
7852.00 	0.75 	11576.55 	-44.35 	19.82 	-22.67 
7853.00 	0.75 	11577.58 	-44.32 	19.80 	-22.66 
7854.00 	0.75 	11578.82 	-44.38 	19.82 	-22.66 
7855.00 	0.75 	11579.57 	-44.51 	19.81 	-22.66 
7856.00 	0.75 	11579.05 	-44.38 	19.81 	-22.66 
7857.00 	0.75 	11577.91 	-44.37 	19.81 	-22.64 
7858.00 	0.75 	11577.55 	-44.39 	19.81 	-22.65 
7859.00 	0.75 	11577.86 	-44.22 	19.81 	-22.63 
7860.00 	0.75 	11578.55 	-44.26 	19.80 	-22.65 
7861.00 	0.75 	11579.42 	-44.23 	19.81 	-22.62 
7862.00 	0.75 	11580.41 	-44.29 	19.80 	-22.64 
7863.00 	0.75 	11580.70 	-44.27 	19.81 	-22.61 
7864.00 	0.75 	11580.05 	-44.15 	19.80 	-22.62 
7865.00 	0.75 	11579.30 	-44.16 	19.81 	-22.60 
7866.00 	0.75 	11578.87 	-44.20 	19.79 	-22.62 
7867.00 	0.75 	11578.37 	-44.13 	19.81 	-22.60 
7868.00 	0.75 	11578.56 	-44.25 	19.79 	-22.60 
7869.00 	0.75 	11578.92 	-44.37 	19.81 	-22.59 
7870.00 	0.75 	11578.48 	-44.44 	19.78 	-22.59 
7871.00 	0.75 	11577.06 	-44.35 	19.81 	-22.58 
7872.00 	0.75 	11576.53 	-44.40 	19.79 	-22.58 
7873.00 	0.75 	11576.74 	-44.38 	19.81 	-22.57 
7874.00 	0.75 	11577.36 	-44.65 	19.79 	-22.57 
7875.00 	0.75 	11577.90 	-44.62 	19.81 	-22.57 
7876.00 	0.75 	11577.90 	-44.65 	19.79 	-22.56 
7877.00 	0.75 	11577.81 	-44.73 	19.81 	-22.56 
7878.00 	0.75 	11577.89 	-44.99 	19.79 	-22.55 
7879.00 	0.75 	11578.73 	-44.99 	19.80 	-22.56 
7880.00 	0.75 	11580.53 	-44.99 	19.79 	-22.54 
7881.00 	0.74 	11583.67 	-44.86 	19.80 	-22.55 
7882.00 	0.74 	11587.42 	-44.88 	19.80 	-22.53 
7883.00 	0.74 	11591.43 	-44.80 	19.80 	-22.54 
7884.00 	0.74 	11594.33 	-44.69 	19.80 	-22.52 
7885.00 	0.73 	11596.31 	-44.69 	19.80 	-22.54 
7886.00 	0.73 	11597.05 	-44.65 	19.80 	-22.51 
7887.00 	0.73 	11597.05 	-44.57 	19.79 	-22.53 
7888.00 	0.73 	11596.64 	-44.55 	19.80 	-22.51 
7889.00 	0.73 	11596.29 	-44.52 	19.78 	-22.52 
7890.00 	0.73 	11596.31 	-44.45 	19.80 	-22.50 
7891.00 	0.72 	11596.82 	-44.45 	19.78 	-22.51 
7892.00 	0.72 	11597.77 	-44.38 	19.80 	-22.48 
7893.00 	0.72 	11598.21 	-44.26 	19.78 	-22.50 
7894.00 	0.72 	11598.71 	-44.33 	19.79 	-22.48 
7895.00 	0.72 	11599.12 	-44.36 	19.78 	-22.49 
7896.00 	0.72 	11598.39 	-44.40 	19.80 	-22.47 
7897.00 	0.72 	11597.03 	-44.50 	19.77 	-22.48 
7898.00 	0.72 	11595.55 	-44.50 	19.79 	-22.46 
7899.00 	0.72 	11593.68 	-44.51 	19.77 	-22.47 
7900.00 	0.72 	11591.87 	-44.54 	19.79 	-22.46 
7901.00 	0.72 	11590.80 	-44.60 	19.77 	-22.46 
7902.00 	0.72 	11590.74 	-44.52 	19.79 	-22.45 
7903.00 	0.72 	11592.13 	-44.55 	19.77 	-22.45 
7904.00 	0.72 	11594.00 	-44.43 	19.78 	-22.44 
7905.00 	0.72 	11595.68 	-44.41 	19.77 	-22.44 
7906.00 	0.72 	11596.79 	-44.55 	19.78 	-22.43 
7907.00 	0.72 	11597.41 	-44.37 	19.77 	-22.42 
7908.00 	0.72 	11596.75 	-44.51 	19.78 	-22.43 
7909.00 	0.72 	11595.48 	-44.51 	19.77 	-22.41 
7910.00 	0.72 	11594.72 	-44.44 	19.77 	-22.42 
7911.00 	0.72 	11594.37 	-44.57 	19.77 	-22.41 
7912.00 	0.72 	11594.09 	-44.38 	19.77 	-22.41 
7913.00 	0.72 	11594.34 	-44.41 	19.77 	-22.39 
7914.00 	0.72 	11595.04 	-44.50 	19.76 	-22.41 
7915.00 	0.72 	11595.31 	-44.43 	19.76 	-22.39 
7916.00 	0.72 	11595.10 	-44.48 	19.76 	-22.40 
7917.00 	0.72 	11594.93 	-44.41 	19.76 	-22.38 
7918.00 	0.72 	11594.73 	-44.53 	19.76 	-22.40 
7919.00 	0.72 	11594.96 	-44.57 	19.77 	-22.37 
7920.00 	0.72 	11594.78 	-44.45 	19.76 	-22.39 
7921.00 	0.72 	11594.68 	-44.59 	19.77 	-22.36 
7922.00 	0.72 	11594.34 	-44.70 	19.76 	-22.39 
7923.00 	0.72 	11593.76 	-44.70 	19.76 	-22.36 
7924.00 	0.72 	11593.19 	-44.65 	19.75 	-22.38 
7925.00 	0.72 	11592.84 	-44.55 	19.77 	-22.34 
7926.00 	0.72 	11593.92 	-44.59 	19.75 	-22.36 
7927.00 	0.72 	11595.77 	-44.50 	19.77 	-22.34 
7928.00 	0.72 	11596.73 	-44.53 	19.75 	-22.35 
7929.00 	0.72 	11596.65 	-44.63 	19.76 	-22.34 
7930.00 	0.72 	11595.62 	-44.49 	19.74 	-22.35 
7931.00 	0.72 	11594.21 	-44.35 	19.76 	-22.33 
7932.00 	0.72 	11594.22 	-44.34 	19.74 	-22.34 
7933.00 	0.72 	11595.46 	-44.35 	19.76 	-22.33 
7934.00 	0.72 	11596.96 	-44.33 	19.74 	-22.33 
7935.00 	0.72 	11598.04 	-44.32 	19.75 	-22.33 
7936.00 	0.72 	11598.45 	-44.34 	19.74 	-22.33 
7937.00 	0.72 	11598.63 	-44.28 	19.75 	-22.32 
7938.00 	0.72 	11598.48 	-44.39 	19.74 	-22.32 
7939.00 	0.72 	11597.94 	-44.27 	19.75 	-22.32 
7940.00 	0.72 	11597.01 	-44.41 	19.74 	-22.30 
7941.00 	0.72 	11596.44 	-44.41 	19.75 	-22.31 
7942.00 	0.72 	11595.77 	-44.46 	19.74 	-22.29 
7943.00 	0.72 	11594.89 	-44.49 	19.74 	-22.30 
7944.00 	0.72 	11593.73 	-44.43 	19.74 	-22.28 
7945.00 	0.72 	11592.94 	-44.49 	19.74 	-22.30 
7946.00 	0.72 	11592.95 	-44.55 	19.74 	-22.28 
7947.00 	0.72 	11593.37 	-44.70 	19.74 	-22.29 
7948.00 	0.72 	11593.34 	-44.61 	19.74 	-22.27 
7949.00 	0.72 	11592.96 	-44.68 	19.73 	-22.29 
7950.00 	0.72 	11592.62 	-44.54 	19.74 	-22.27 
7951.00 	0.72 	11592.85 	-44.57 	19.73 	-22.29 
7952.00 	0.72 	11594.01 	-44.50 	19.73 	-22.26 
7953.00 	0.72 	11595.44 	-44.54 	19.72 	-22.28 
7954.00 	0.72 	11596.60 	-44.46 	19.74 	-22.25 
7955.00 	0.72 	11596.99 	-44.56 	19.72 	-22.27 
7956.00 	0.72 	11596.39 	-44.34 	19.73 	-22.25 
7957.00 	0.72 	11596.00 	-44.31 	19.71 	-22.27 
7958.00 	0.72 	11596.19 	-44.19 	19.73 	-22.25 
7959.00 	0.72 	11596.38 	-44.23 	19.72 	-22.26 
7960.00 	0.72 	11596.99 	-44.45 	19.73 	-22.24 
7961.00 	0.72 	11597.06 	-44.29 	19.71 	-22.25 
7962.00 	0.72 	11596.59 	-44.21 	19.73 	-22.24 
7963.00 	0.72 	11595.73 	-44.17 	19.71 	-22.25 
7964.00 	0.72 	11595.49 	-44.37 	19.73 	-22.22 
7965.00 	0.72 	11594.96 	-44.44 	19.70 	-22.24 
7966.00 	0.72 	11593.97 	-44.46 	19.72 	-22.23 
7967.00 	0.72 	11593.32 	-44.37 	19.71 	-22.23 
7968.00 	0.72 	11593.16 	-44.44 	19.72 	-22.22 
7969.00 	0.72 	11593.55 	-44.38 	19.70 	-22.22 
7970.00 	0.72 	11593.79 	-44.56 	19.72 	-22.21 
7971.00 	0.72 	11594.04 	-44.61 	19.70 	-22.22 
7972.00 	0.72 	11593.74 	-44.61 	19.72 	-22.21 
7973.00 	0.73 	11593.47 	-44.78 	19.70 	-22.21 
7974.00 	0.72 	11593.11 	-44.70 	19.71 	-22.21 
7975.00 	0.72 	11592.81 	-44.64 	19.70 	-22.20 
7976.00 	0.72 	11593.86 	-44.41 	19.71 	-22.21 
7977.00 	0.72 	11595.63 	-44.63 	19.70 	-22.20 
7978.00 	0.72 	11597.20 	-44.76 	19.71 	-22.20 
7979.00 	0.72 	11596.75 	-44.67 	19.69 	-22.20 
7980.00 	0.72 	11595.01 	-44.58 	19.70 	-22.20 
7981.00 	0.72 	11593.90 	-44.51 	19.69 	-22.18 
7982.00 	0.72 	11593.96 	-44.48 	19.70 	-22.19 
7983.00 	0.72 	11594.33 	-44.41 	19.69 	-22.18 
7984.00 	0.72 	11594.90 	-44.43 	19.70 	-22.19 
7985.00 	0.72 	11595.53 	-44.50 	19.69 	-22.17 
7986.00 	0.72 	11595.93 	-44.42 	19.69 	-22.18 
7987.00 	0.72 	11595.76 	-44.50 	19.69 	-22.16 
7988.00 	0.72 	11595.59 	-44.39 	19.69 	-22.18 
7989.00 	0.72 	11595.61 	-44.45 	19.69 	-22.16 
7990.00 	0.72 	11596.24 	-44.45 	19.69 	-22.17 
7991.00 	0.72 	11596.25 	-44.43 	19.69 	-22.15 
7992.00 	0.72 	11595.86 	-44.34 	19.68 	-22.17 
7993.00 	0.72 	11595.45 	-44.42 	19.69 	-22.15 
7994.00 	0.72 	11595.36 	-44.25 	19.68 	-22.17 
7995.00 	0.72 	11595.33 	-44.36 	19.68 	-22.14 
7996.00 	0.72 	11595.59 	-44.35 	19.68 	-22.16 
7997.00 	0.72 	11595.81 	-44.45 	19.68 	-22.14 
7998.00 	0.72 	11595.73 	-44.30 	19.67 	-22.16 
7999.00 	0.72 	11595.27 	-44.37 	19.68 	-22.13 
8000.00 	0.72 	11595.13 	-44.39 	19.67 	-22.15 
8001.00 	0.72 	11595.13 	-44.25 	19.68 	-22.13 
8002.00 	0.72 	11595.41 	-44.35 	19.67 	-22.15 
8003.00 	0.72 	11595.77 	-44.52 	19.68 	-22.12 
8004.00 	0.72 	11595.74 	-44.38 	19.66 	-22.14 
8005.00 	0.72 	11595.83 	-44.43 	19.68 	-22.12 
8006.00 	0.72 	11596.09 	-44.34 	19.66 	-22.14 
8007.00 	0.72 	11596.48 	-44.26 	19.68 	-22.12 
8008.00 	0.72 	11596.91 	-44.40 	19.67 	-22.13 
8009.00 	0.72 	11597.08 	-44.39 	19.68 	-22.11 
8010.00 	0.72 	11596.33 	-44.46 	19.66 	-22.13 
8011.00 	0.72 	11595.87 	-44.42 	19.68 	-22.11 
8012.00 	0.72 	11595.35 	-44.36 	19.66 	-22.12 
8013.00 	0.72 	11595.19 	-44.38 	19.68 	-22.11 
8014.00 	0.72 	11595.27 	-44.54 	19.65 	-22.11 
8015.00 	0.72 	11595.45 	-44.51 	19.67 	-22.10 
8016.00 	0.72 	11595.59 	-44.59 	19.66 	-22.11 
8017.00 	0.72 	11595.58 	-44.53 	19.67 	-22.10 
8018.00 	0.72 	11595.32 	-44.24 	19.65 	-22.10 
8019.00 	0.72 	11595.84 	-44.38 	19.67 	-22.10 
8020.00 	0.72 	11597.68 	-44.35 	19.65 	-22.10 
8021.00 	0.72 	11599.38 	-44.45 	19.67 	-22.10 
8022.00 	0.72 	11600.10 	-44.54 	19.65 	-22.09 
8023.00 	0.72 	11599.53 	-44.47 	19.66 	-22.10 
8024.00 	0.72 	11598.30 	-44.61 	19.65 	-22.09 
8025.00 	0.72 	11596.99 	-44.56 	19.66 	-22.09 
8026.00 	0.73 	11595.69 	-44.81 	19.65 	-22.08 
8027.00 	0.72 	11595.16 	-44.68 	19.66 	-22.09 
8028.00 	0.72 	11594.63 	-44.43 	19.65 	-22.08 
8029.00 	0.72 	11594.14 	-44.40 	19.66 	-22.09 
8030.00 	0.72 	11595.81 	-44.43 	19.65 	-22.07 
8031.00 	0.71 	11598.23 	-44.10 	19.65 	-22.08 
8032.00 	0.72 	11599.56 	-44.43 	19.65 	-22.07 
8033.00 	0.72 	11600.38 	-44.47 	19.65 	-22.08 
8034.00 	0.72 	11599.44 	-44.43 	19.64 	-22.07 
8035.00 	0.72 	11598.52 	-44.20 	19.65 	-22.08 
8036.00 	0.72 	11597.54 	-44.32 	19.64 	-22.06 
8037.00 	0.72 	11596.99 	-44.16 	19.64 	-22.07 
8038.00 	0.72 	11596.89 	-44.22 	19.64 	-22.06 
8039.00 	0.72 	11598.28 	-44.27 	19.64 	-22.07 
8040.00 	0.72 	11598.67 	-44.37 	19.64 	-22.05 
8041.00 	0.72 	11598.44 	-44.27 	19.64 	-22.07 
8042.00 	0.72 	11597.99 	-44.30 	19.64 	-22.04 
8043.00 	0.72 	11597.74 	-44.32 	19.64 	-22.07 
8044.00 	0.72 	11597.40 	-44.34 	19.64 	-22.04 
8045.00 	0.72 	11597.05 	-44.23 	19.63 	-22.06 
8046.00 	0.72 	11596.86 	-44.29 	19.64 	-22.03 
8047.00 	0.72 	11597.45 	-44.31 	19.63 	-22.06 
8048.00 	0.72 	11597.57 	-44.27 	19.64 	-22.03 
8049.00 	0.72 	11598.10 	-44.27 	19.63 	-22.06 
8050.00 	0.72 	11598.61 	-44.52 	19.64 	-22.03 
8051.00 	0.72 	11598.27 	-44.41 	19.63 	-22.05 
8052.00 	0.72 	11597.26 	-44.50 	19.64 	-22.03 
8053.00 	0.72 	11596.10 	-44.44 	19.62 	-22.04 
8054.00 	0.73 	11595.66 	-44.68 	19.64 	-22.03 
8055.00 	0.72 	11594.94 	-44.50 	19.62 	-22.04 
8056.00 	0.72 	11594.68 	-44.50 	19.63 	-22.02 
8057.00 	0.72 	11595.46 	-44.45 	19.62 	-22.04 
8058.00 	0.72 	11596.88 	-44.39 	19.64 	-22.02 
8059.00 	0.72 	11598.48 	-44.37 	19.62 	-22.04 
8060.00 	0.72 	11599.65 	-44.44 	19.63 	-22.02 
8061.00 	0.72 	11600.14 	-44.37 	19.62 	-22.03 
8062.00 	0.72 	11599.58 	-44.29 	19.63 	-22.01 
8063.00 	0.72 	11598.75 	-44.41 	19.61 	-22.02 
8064.00 	0.72 	11598.83 	-44.42 	19.63 	-22.01 
8065.00 	0.72 	11598.25 	-44.40 	19.62 	-22.02 
8066.00 	0.72 	11597.73 	-44.32 	19.63 	-22.01 
8067.00 	0.72 	11597.52 	-44.41 	19.61 	-22.02 
8068.00 	0.72 	11598.11 	-44.40 	19.63 	-22.01 
8069.00 	0.72 	11598.57 	-44.32 	19.61 	-22.02 
8070.00 	0.72 	11599.06 	-44.36 	19.63 	-22.01 
8071.00 	0.72 	11599.48 	-44.34 	19.61 	-22.01 
8072.00 	0.72 	11599.59 	-44.32 	19.63 	-22.00 
8073.00 	0.72 	11599.41 	-44.34 	19.61 	-22.01 
8074.00 	0.72 	11599.14 	-44.45 	19.63 	-22.00 
8075.00 	0.72 	11599.09 	-44.35 	19.61 	-22.01 
8076.00 	0.72 	11598.91 	-44.40 	19.62 	-22.00 
8077.00 	0.72 	11598.55 	-44.39 	19.61 	-22.00 
8078.00 	0.72 	11598.43 	-44.36 	19.62 	-22.00 
8079.00 	0.72 	11598.50 	-44.31 	19.60 	-22.00 
8080.00 	0.72 	11598.73 	-44.40 	19.62 	-22.00 
8081.00 	0.72 	11599.21 	-44.29 	19.60 	-22.00 
8082.00 	0.72 	11599.66 	-44.27 	19.62 	-21.99 
8083.00 	0.72 	11600.20 	-44.30 	19.60 	-21.99 
8084.00 	0.72 	11600.77 	-44.22 	19.62 	-21.99 
8085.00 	0.72 	11600.54 	-44.27 	19.60 	-21.99 
8086.00 	0.72 	11600.61 	-44.24 	19.62 	-21.99 
8087.00 	0.72 	11600.46 	-44.35 	19.60 	-21.98 
8088.00 	0.72 	11599.94 	-44.32 	19.61 	-21.98 
8089.00 	0.72 	11599.51 	-44.28 	19.60 	-21.98 
8090.00 	0.72 	11599.44 	-44.52 	19.61 	-21.98 
8091.00 	0.72 	11599.31 	-44.27 	19.60 	-21.97 
8092.00 	0.72 	11599.27 	-44.33 	19.61 	-21.98 
8093.00 	0.72 	11599.45 	-44.27 	19.60 	-21.97 
8094.00 	0.72 	11599.93 	-44.31 	19.61 	-21.98 
8095.00 	0.72 	11600.39 	-44.29 	19.60 	-21.97 
8096.00 	0.72 	11600.49 	-44.31 	19.60 	-21.98 
8097.00 	0.72 	11600.43 	-44.22 	19.60 	-21.96 
8098.00 	0.72 	11600.48 	-44.24 	19.60 	-21.98 
8099.00 	0.72 	11600.60 	-44.30 	19.60 	-21.96 
8100.00 	0.72 	11600.46 	-44.46 	19.60 	-21.97 
8101.00 	0.72 	11600.04 	-44.29 	19.60 	-21.95 
8102.00 	0.72 	11599.53 	-44.23 	19.60 	-21.98 
8103.00 	0.72 	11599.40 	-44.28 	19.60 	-21.95 
8104.00 	0.72 	11599.54 	-44.07 	19.60 	-21.97 
8105.00 	0.72 	11599.96 	-44.16 	19.60 	-21.95 
8106.00 	0.72 	11600.87 	-44.20 	19.60 	-21.97 
8107.00 	0.72 	11601.51 	-44.19 	19.59 	-21.95 
8108.00 	0.72 	11601.55 	-44.17 	19.59 	-21.97 
8109.00 	0.72 	11601.32 	-44.32 	19.60 	-21.94 
8110.00 	0.72 	11600.87 	-44.19 	19.59 	-21.96 
8111.00 	0.72 	11599.67 	-44.15 	19.59 	-21.94 
8112.00 	0.72 	11599.56 	-44.27 	19.58 	-21.96 
8113.00 	0.72 	11599.94 	-44.27 	19.60 	-21.94 
8114.00 	0.72 	11600.13 	-44.25 	19.59 	-21.96 
8115.00 	0.72 	11600.36 	-44.21 	19.59 	-21.94 
8116.00 	0.72 	11600.45 	-44.26 	19.58 	-21.96 
8117.00 	0.72 	11600.93 	-44.11 	19.59 	-21.94 
8118.00 	0.72 	11600.89 	-44.22 	19.58 	-21.96 
8119.00 	0.72 	11600.79 	-44.26 	19.59 	-21.93 
8120.00 	0.72 	11600.30 	-44.16 	19.58 	-21.96 
8121.00 	0.72 	11600.14 	-44.30 	19.59 	-21.93 
8122.00 	0.72 	11600.03 	-43.95 	19.57 	-21.95 
8123.00 	0.72 	11599.98 	-44.09 	19.59 	-21.93 
8124.00 	0.72 	11600.38 	-44.14 	19.57 	-21.95 
8125.00 	0.72 	11600.74 	-44.21 	19.59 	-21.93 
8126.00 	0.72 	11601.06 	-44.10 	19.57 	-21.95 
8127.00 	0.72 	11600.96 	-44.12 	19.59 	-21.93 
8128.00 	0.72 	11600.83 	-44.24 	19.57 	-21.94 
8129.00 	0.72 	11600.46 	-44.13 	19.58 	-21.92 
8130.00 	0.72 	11600.38 	-44.33 	19.57 	-21.94 
8131.00 	0.72 	11600.22 	-44.24 	19.58 	-21.92 
8132.00 	0.72 	11600.02 	-44.30 	19.56 	-21.94 
8133.00 	0.72 	11600.06 	-44.21 	19.58 	-21.93 
8134.00 	0.72 	11600.02 	-44.15 	19.56 	-21.93 
8135.00 	0.72 	11600.19 	-44.26 	19.58 	-21.92 
8136.00 	0.72 	11600.23 	-44.29 	19.56 	-21.93 
8137.00 	0.72 	11600.15 	-44.25 	19.57 	-21.92 
8138.00 	0.72 	11599.78 	-44.22 	19.56 	-21.93 
8139.00 	0.72 	11599.52 	-44.15 	19.57 	-21.92 
8140.00 	0.72 	11599.90 	-44.36 	19.55 	-21.92 
8141.00 	0.72 	11600.28 	-44.35 	19.57 	-21.92 
8142.00 	0.72 	11600.41 	-44.35 	19.55 	-21.92 
8143.00 	0.72 	11600.48 	-44.34 	19.57 	-21.91 
8144.00 	0.72 	11600.42 	-44.45 	19.55 	-21.91 
8145.00 	0.72 	11600.31 	-44.33 	19.56 	-21.92 
8146.00 	0.72 	11599.77 	-44.37 	19.55 	-21.91 
8147.00 	0.72 	11599.29 	-44.16 	19.56 	-21.92 
8148.00 	0.72 	11600.11 	-44.28 	19.55 	-21.91 
8149.00 	0.72 	11601.70 	-44.35 	19.56 	-21.91 
8150.00 	0.72 	11602.74 	-44.43 	19.55 	-21.91 
8151.00 	0.72 	11603.18 	-44.55 	19.56 	-21.92 
8152.00 	0.72 	11602.25 	-44.61 	19.54 	-21.90 
8153.00 	0.72 	11600.35 	-44.47 	19.56 	-21.91 
8154.00 	0.72 	11599.20 	-44.43 	19.54 	-21.90 
8155.00 	0.72 	11599.33 	-44.29 	19.55 	-21.91 
8156.00 	0.72 	11600.28 	-44.43 	19.54 	-21.90 
8157.00 	0.72 	11602.17 	-44.31 	19.55 	-21.91 
8158.00 	0.72 	11603.43 	-44.26 	19.54 	-21.89 
8159.00 	0.72 	11603.54 	-44.32 	19.54 	-21.91 
8160.00 	0.72 	11603.41 	-44.10 	19.55 	-21.89 
8161.00 	0.72 	11603.27 	-44.09 	19.54 	-21.91 
8162.00 	0.72 	11603.63 	-44.21 	19.54 	-21.89 
8163.00 	0.72 	11603.69 	-44.45 	19.54 	-21.91 
8164.00 	0.72 	11602.39 	-44.32 	19.54 	-21.89 
8165.00 	0.72 	11600.29 	-44.43 	19.54 	-21.91 
8166.00 	0.72 	11599.27 	-44.37 	19.54 	-21.88 
8167.00 	0.72 	11599.10 	-44.34 	19.54 	-21.90 
8168.00 	0.72 	11599.63 	-44.28 	19.54 	-21.88 
8169.00 	0.72 	11600.63 	-44.37 	19.53 	-21.90 
8170.00 	0.72 	11601.86 	-44.27 	19.54 	-21.88 
8171.00 	0.72 	11602.24 	-44.38 	19.53 	-21.90 
8172.00 	0.72 	11602.57 	-44.31 	19.54 	-21.88 
8173.00 	0.72 	11602.19 	-44.24 	19.53 	-21.90 
8174.00 	0.72 	11601.80 	-44.22 	19.54 	-21.88 
8175.00 	0.71 	11602.54 	-44.00 	19.52 	-21.89 
8176.00 	0.72 	11603.02 	-44.22 	19.54 	-21.87 
