 time,Q,Q_aero,Q_solar
         472 ,  -946.9968     ,  -1368.083     ,   263.0862    
         473 ,  -954.4553     ,  -1375.542     ,   263.0862    
         474 ,  -957.6475     ,  -1378.734     ,   263.0862    
         475 ,  -961.6584     ,  -1382.745     ,   263.0862    
         476 ,  -965.2571     ,  -1386.343     ,   263.0862    
         477 ,  -968.0452     ,  -1389.131     ,   263.0862    
         478 ,  -969.3125     ,  -1390.399     ,   263.0862    
         479 ,  -971.7974     ,  -1392.884     ,   263.0862    
         480 ,  -977.3269     ,  -1398.413     ,   263.0862    
         481 ,  -980.1204     ,  -1401.207     ,   263.0862    
         482 ,  -985.2429     ,  -1406.329     ,   263.0862    
         483 ,  -991.1812     ,  -1412.267     ,   263.0862    
         484 ,  -996.7112     ,  -1417.797     ,   263.0862    
         485 ,  -999.2017     ,  -1420.288     ,   263.0862    
         486 ,  -1001.582     ,  -1422.668     ,   263.0862    
         487 ,  -1005.999     ,  -1427.085     ,   263.0862    
         488 ,  -1009.602     ,  -1430.688     ,   263.0862    
         489 ,  -1014.730     ,  -1435.816     ,   263.0862    
         490 ,  -1017.515     ,  -1438.601     ,   263.0862    
         491 ,  -1022.646     ,  -1443.732     ,   263.0862    
         492 ,  -1025.131     ,  -1446.217     ,   263.0862    
         493 ,  -1031.786     ,  -1452.873     ,   263.0862    
         494 ,  -1038.842     ,  -1459.928     ,   263.0862    
         495 ,  -1045.900     ,  -1466.987     ,   263.0862    
         496 ,  -1050.620     ,  -1471.707     ,   263.0862    
         497 ,  -1055.446     ,  -1476.532     ,   263.0862    
         498 ,  -1062.028     ,  -1483.114     ,   263.0862    
         499 ,  -1069.896     ,  -1490.982     ,   263.0862    
         500 ,  -1075.017     ,  -1496.103     ,   263.0862    
         501 ,  -1082.385     ,  -1503.471     ,   263.0862    
         502 ,  -1085.577     ,  -1506.663     ,   263.0862    
         503 ,  -1089.890     ,  -1510.976     ,   263.0862    
         504 ,  -1095.012     ,  -1516.099     ,   263.0862    
         505 ,  -1100.547     ,  -1521.633     ,   263.0862    
         506 ,  -1105.970     ,  -1527.056     ,   263.0862    
         507 ,  -1113.739     ,  -1534.825     ,   263.0862    
         508 ,  -1119.978     ,  -1541.064     ,   263.0862    
         509 ,  -1126.630     ,  -1547.717     ,   263.0862    
         510 ,  -1134.395     ,  -1555.482     ,   263.0862    
         511 ,  -1142.168     ,  -1563.255     ,   263.0862    
         512 ,  -1150.751     ,  -1571.837     ,   263.0862    
         513 ,  -1157.295     ,  -1578.381     ,   263.0862    
         514 ,  -1162.825     ,  -1583.911     ,   263.0862    
         515 ,  -1170.185     ,  -1591.271     ,   263.0862    
         516 ,  -1176.727     ,  -1597.813     ,   263.0862    
         517 ,  -1183.308     ,  -1604.395     ,   263.0862    
         518 ,  -1190.260     ,  -1611.347     ,   263.0862    
         519 ,  -1198.847     ,  -1619.933     ,   263.0862    
         520 ,  -1201.929     ,  -1623.015     ,   263.0862    
         521 ,  -1205.015     ,  -1626.101     ,   263.0862    
         522 ,  -1211.257     ,  -1632.343     ,   263.0862    
         523 ,  -1215.052     ,  -1636.138     ,   263.0862    
         524 ,  -1220.174     ,  -1641.261     ,   263.0862    
         525 ,  -1224.790     ,  -1645.876     ,   263.0862    
         526 ,  -1228.283     ,  -1649.369     ,   263.0862    
         527 ,  -1230.963     ,  -1652.049     ,   263.0862    
         528 ,  -1235.271     ,  -1656.358     ,   263.0862    
         529 ,  -1236.828     ,  -1657.914     ,   263.0862    
         530 ,  -1239.504     ,  -1660.590     ,   263.0862    
         531 ,  -1244.931     ,  -1666.017     ,   263.0862    
         532 ,  -1244.448     ,  -1665.534     ,   263.0862    
         533 ,  -1249.161     ,  -1670.248     ,   263.0862    
         534 ,  -1250.306     ,  -1671.393     ,   263.0862    
         535 ,  -1251.759     ,  -1672.845     ,   263.0862    
         536 ,  -1253.314     ,  -1674.401     ,   263.0862    
         537 ,  -1257.622     ,  -1678.708     ,   263.0862    
         538 ,  -1257.957     ,  -1679.043     ,   263.0862    
         539 ,  -1260.634     ,  -1681.720     ,   263.0862    
         540 ,  -1265.351     ,  -1686.438     ,   263.0862    
         541 ,  -1271.501     ,  -1692.587     ,   263.0862    
         542 ,  -1277.355     ,  -1698.441     ,   263.0862    
         543 ,  -1283.093     ,  -1704.179     ,   263.0862    
         544 ,  -1288.119     ,  -1709.206     ,   263.0862    
         545 ,  -1292.434     ,  -1713.520     ,   263.0862    
         546 ,  -1297.052     ,  -1718.139     ,   263.0862    
         547 ,  -1298.206     ,  -1719.292     ,   263.0862    
         548 ,  -1300.888     ,  -1721.974     ,   263.0862    
         549 ,  -1303.270     ,  -1724.356     ,   263.0862    
         550 ,  -1304.830     ,  -1725.917     ,   263.0862    
         551 ,  -1306.390     ,  -1727.476     ,   263.0862    
         552 ,  -1308.664     ,  -1729.750     ,   263.0862    
         553 ,  -1310.632     ,  -1731.718     ,   263.0862    
         554 ,  -1312.194     ,  -1733.280     ,   263.0862    
         555 ,  -1314.469     ,  -1735.555     ,   263.0862    
         556 ,  -1316.033     ,  -1737.120     ,   263.0862    
         557 ,  -1318.003     ,  -1739.089     ,   263.0862    
         558 ,  -1319.978     ,  -1741.064     ,   263.0862    
         559 ,  -1321.133     ,  -1742.219     ,   263.0862    
         560 ,  -1325.455     ,  -1746.541     ,   263.0862    
         561 ,  -1328.957     ,  -1750.044     ,   263.0862    
         562 ,  -1332.071     ,  -1753.157     ,   263.0862    
         563 ,  -1337.522     ,  -1758.608     ,   263.0862    
         564 ,  -1340.619     ,  -1761.706     ,   263.0862    
         565 ,  -1343.416     ,  -1764.503     ,   263.0862    
         566 ,  -1346.926     ,  -1768.013     ,   263.0862    
         567 ,  -1351.966     ,  -1773.052     ,   263.0862    
         568 ,  -1356.293     ,  -1777.379     ,   263.0862    
         569 ,  -1359.804     ,  -1780.890     ,   263.0862    
         570 ,  -1364.543     ,  -1785.630     ,   263.0862    
         571 ,  -1369.588     ,  -1790.674     ,   263.0862    
         572 ,  -1375.040     ,  -1796.126     ,   263.0862    
         573 ,  -1378.959     ,  -1800.045     ,   263.0862    
         574 ,  -1384.412     ,  -1805.499     ,   263.0862    
         575 ,  -1390.274     ,  -1811.360     ,   263.0862    
         576 ,  -1391.440     ,  -1812.526     ,   263.0862    
         577 ,  -1394.963     ,  -1816.049     ,   263.0862    
         578 ,  -1395.406     ,  -1816.493     ,   263.0862    
         579 ,  -1397.386     ,  -1818.472     ,   263.0862    
         580 ,  -1401.609     ,  -1822.695     ,   263.0862    
         581 ,  -1403.179     ,  -1824.265     ,   263.0862    
         582 ,  -1402.809     ,  -1823.895     ,   263.0862    
         583 ,  -1405.911     ,  -1826.997     ,   263.0862    
         584 ,  -1405.640     ,  -1826.726     ,   263.0862    
         585 ,  -1405.576     ,  -1826.662     ,   263.0862    
         586 ,  -1406.837     ,  -1827.923     ,   263.0862    
         587 ,  -1409.122     ,  -1830.208     ,   263.0862    
         588 ,  -1411.097     ,  -1832.183     ,   263.0862    
         589 ,  -1413.074     ,  -1834.161     ,   263.0862    
         590 ,  -1413.110     ,  -1834.197     ,   263.0862    
         591 ,  -1414.678     ,  -1835.764     ,   263.0862    
         592 ,  -1417.369     ,  -1838.456     ,   263.0862    
         593 ,  -1418.121     ,  -1839.207     ,   263.0862    
         594 ,  -1418.979     ,  -1840.065     ,   263.0862    
         595 ,  -1422.796     ,  -1843.882     ,   263.0862    
         596 ,  -1423.648     ,  -1844.735     ,   263.0862    
         597 ,  -1424.400     ,  -1845.486     ,   263.0862    
         598 ,  -1424.438     ,  -1845.524     ,   263.0862    
         599 ,  -1427.539     ,  -1848.625     ,   263.0862    
         600 ,  -1427.576     ,  -1848.662     ,   263.0862    
         601 ,  -1427.205     ,  -1848.291     ,   263.0862    
         602 ,  -1426.116     ,  -1847.202     ,   263.0862    
         603 ,  -1429.219     ,  -1850.305     ,   263.0862    
         604 ,  -1432.323     ,  -1853.409     ,   263.0862    
         605 ,  -1434.613     ,  -1855.699     ,   263.0862    
         606 ,  -1437.414     ,  -1858.500     ,   263.0862    
         607 ,  -1438.583     ,  -1859.669     ,   263.0862    
         608 ,  -1442.102     ,  -1863.188     ,   263.0862    
         609 ,  -1445.620     ,  -1866.706     ,   263.0862    
         610 ,  -1448.016     ,  -1869.102     ,   263.0862    
         611 ,  -1453.086     ,  -1874.173     ,   263.0862    
         612 ,  -1457.833     ,  -1878.919     ,   263.0862    
         613 ,  -1462.891     ,  -1883.978     ,   263.0862    
         614 ,  -1469.176     ,  -1890.262     ,   263.0862    
         615 ,  -1473.419     ,  -1894.505     ,   263.0862    
         616 ,  -1478.993     ,  -1900.079     ,   263.0862    
         617 ,  -1484.771     ,  -1905.857     ,   263.0862    
         618 ,  -1489.935     ,  -1911.021     ,   263.0862    
         619 ,  -1494.997     ,  -1916.083     ,   263.0862    
         620 ,  -1501.696     ,  -1922.782     ,   263.0862    
         621 ,  -1506.353     ,  -1927.439     ,   263.0862    
         622 ,  -1512.969     ,  -1934.055     ,   263.0862    
         623 ,  -1520.081     ,  -1941.167     ,   263.0862    
         624 ,  -1525.557     ,  -1946.643     ,   263.0862    
         625 ,  -1530.623     ,  -1951.710     ,   263.0862    
         626 ,  -1534.156     ,  -1955.242     ,   263.0862    
         627 ,  -1540.451     ,  -1961.537     ,   263.0862    
         628 ,  -1544.802     ,  -1965.888     ,   263.0862    
         629 ,  -1551.814     ,  -1972.901     ,   263.0862    
         630 ,  -1555.039     ,  -1976.125     ,   263.0862    
         631 ,  -1561.237     ,  -1982.324     ,   263.0862    
         632 ,  -1564.055     ,  -1985.141     ,   263.0862    
         633 ,  -1569.536     ,  -1990.622     ,   263.0862    
         634 ,  -1574.636     ,  -1995.722     ,   263.0862    
         635 ,  -1578.991     ,  -2000.078     ,   263.0862    
         636 ,  -1584.887     ,  -2005.974     ,   263.0862    
         637 ,  -1590.784     ,  -2011.870     ,   263.0862    
         638 ,  -1595.550     ,  -2016.636     ,   263.0862    
         639 ,  -1599.504     ,  -2020.591     ,   263.0862    
         640 ,  -1603.962     ,  -2025.049     ,   263.0862    
         641 ,  -1610.580     ,  -2031.666     ,   263.0862    
         642 ,  -1613.407     ,  -2034.493     ,   263.0862    
         643 ,  -1618.898     ,  -2039.984     ,   263.0862    
         644 ,  -1624.079     ,  -2045.165     ,   263.0862    
         645 ,  -1628.030     ,  -2049.116     ,   263.0862    
         646 ,  -1631.271     ,  -2052.357     ,   263.0862    
         647 ,  -1634.834     ,  -2055.920     ,   263.0862    
         648 ,  -1640.014     ,  -2061.100     ,   263.0862    
         649 ,  -1641.304     ,  -2062.391     ,   263.0862    
         650 ,  -1647.931     ,  -2069.017     ,   263.0862    
         651 ,  -1652.708     ,  -2073.794     ,   263.0862    
         652 ,  -1655.542     ,  -2076.628     ,   263.0862    
         653 ,  -1658.373     ,  -2079.459     ,   263.0862    
         654 ,  -1662.433     ,  -2083.519     ,   263.0862    
         655 ,  -1666.403     ,  -2087.489     ,   263.0862    
         656 ,  -1669.235     ,  -2090.322     ,   263.0862    
         657 ,  -1672.479     ,  -2093.566     ,   263.0862    
         658 ,  -1677.263     ,  -2098.349     ,   263.0862    
         659 ,  -1678.247     ,  -2099.333     ,   263.0862    
         660 ,  -1684.163     ,  -2105.249     ,   263.0862    
         661 ,  -1688.946     ,  -2110.032     ,   263.0862    
         662 ,  -1691.789     ,  -2112.875     ,   263.0862    
         663 ,  -1693.509     ,  -2114.595     ,   263.0862    
         664 ,  -1698.702     ,  -2119.789     ,   263.0862    
         665 ,  -1701.131     ,  -2122.218     ,   263.0862    
         666 ,  -1707.869     ,  -2128.955     ,   263.0862    
         667 ,  -1711.526     ,  -2132.613     ,   263.0862    
         668 ,  -1715.907     ,  -2136.994     ,   263.0862    
         669 ,  -1721.829     ,  -2142.915     ,   263.0862    
         670 ,  -1725.896     ,  -2146.983     ,   263.0862    
         671 ,  -1729.145     ,  -2150.231     ,   263.0862    
         672 ,  -1732.392     ,  -2153.478     ,   263.0862    
         673 ,  -1735.231     ,  -2156.317     ,   263.0862    
         674 ,  -1737.249     ,  -2158.335     ,   263.0862    
         675 ,  -1743.170     ,  -2164.257     ,   263.0862    
         676 ,  -1744.463     ,  -2165.549     ,   263.0862    
         677 ,  -1745.758     ,  -2166.844     ,   263.0862    
         678 ,  -1752.921     ,  -2174.008     ,   263.0862    
         679 ,  -1756.494     ,  -2177.581     ,   263.0862    
         680 ,  -1764.059     ,  -2185.146     ,   263.0862    
         681 ,  -1772.349     ,  -2193.435     ,   263.0862    
         682 ,  -1773.239     ,  -2194.325     ,   263.0862    
         683 ,  -1779.580     ,  -2200.666     ,   263.0862    
         684 ,  -1782.421     ,  -2203.507     ,   263.0862    
         685 ,  -1781.453     ,  -2202.539     ,   263.0862    
         686 ,  -1790.058     ,  -2211.144     ,   263.0862    
         687 ,  -1792.486     ,  -2213.572     ,   263.0862    
         688 ,  -1795.018     ,  -2216.104     ,   263.0862    
         689 ,  -1799.813     ,  -2220.899     ,   263.0862    
         690 ,  -1803.377     ,  -2224.463     ,   263.0862    
         691 ,  -1807.456     ,  -2228.542     ,   263.0862    
         692 ,  -1814.226     ,  -2235.312     ,   263.0862    
         693 ,  -1819.443     ,  -2240.529     ,   263.0862    
         694 ,  -1826.922     ,  -2248.008     ,   263.0862    
         695 ,  -1824.003     ,  -2245.090     ,   263.0862    
         696 ,  -1824.896     ,  -2245.982     ,   263.0862    
         697 ,  -1830.513     ,  -2251.599     ,   263.0862    
         698 ,  -1833.361     ,  -2254.447     ,   263.0862    
         699 ,  -1841.977     ,  -2263.063     ,   263.0862    
         700 ,  -1849.560     ,  -2270.646     ,   263.0862    
         701 ,  -1852.007     ,  -2273.093     ,   263.0862    
         702 ,  -1856.910     ,  -2277.996     ,   263.0862    
         703 ,  -1872.538     ,  -2293.624     ,   263.0862    
